emp_no,first_name,last_name,from_date,title,to_date
11684,Oksana,Gide,1995-02-21,Senior Staff,9999-01-01
11690,Domenick,Raczkowsky,1997-09-23,Staff,9999-01-01
11693,Hideo,Coorg,1991-08-24,Senior Engineer,9999-01-01
11696,Dante,Rothe,1994-10-23,Senior Staff,9999-01-01
11713,Danel,Heusch,2000-10-03,Senior Engineer,9999-01-01
11732,Sanjoy,Ranft,1996-12-22,Senior Engineer,9999-01-01
11733,Leszek,Sudbeck,2001-01-11,Senior Engineer,9999-01-01
11735,Amalendu,Picci,1997-07-14,Senior Staff,9999-01-01
11736,Shugo,Uchoa,1994-03-07,Senior Engineer,9999-01-01
11737,Martina,Garnier,1995-07-11,Assistant Engineer,9999-01-01
11746,Koichi,Marrakchi,1995-11-18,Senior Staff,9999-01-01
11748,Lihong,Massonet,1996-07-24,Engineer,9999-01-01
11751,Jiafu,Emiris,1993-11-03,Senior Staff,9999-01-01
11756,Abdelwaheb,Vakili,1999-11-26,Engineer,9999-01-01
11763,Yuriy,Liesche,1997-04-18,Engineer,9999-01-01
11764,Sanjay,Anick,1996-12-15,Senior Engineer,9999-01-01
11765,Zorica,Junet,2000-07-03,Senior Staff,9999-01-01
11769,Chandrasekaran,Lampe,2001-10-22,Senior Staff,9999-01-01
11770,Arumugam,Jakobus,2000-11-29,Senior Engineer,9999-01-01
11772,Gaurav,Penz,1999-11-07,Engineer,9999-01-01
11774,Aron,Wroclawski,1998-11-26,Engineer,9999-01-01
11778,Dhritiman,Fontan,1997-12-28,Senior Engineer,9999-01-01
11779,Shunichi,Thombley,1996-11-21,Staff,9999-01-01
11791,Gal,Mamelak,1994-11-15,Senior Engineer,9999-01-01
11797,Chenxi,Thambidurai,1996-08-30,Senior Staff,9999-01-01
11801,Tommaso,Dayang,1997-06-12,Senior Staff,9999-01-01
11807,Chriss,Binding,1992-07-11,Technique Leader,9999-01-01
11810,Amabile,Bhattacharjee,1992-01-05,Senior Engineer,9999-01-01
11811,Herb,Boissier,1998-03-28,Senior Staff,9999-01-01
11817,Niranjan,Markovitch,1993-04-12,Senior Staff,9999-01-01
11822,Sastry,Madeira,1996-07-07,Staff,9999-01-01
11823,Weiyi,Iacovou,1995-10-23,Senior Engineer,9999-01-01
11829,Chaosheng,Pettis,1999-10-11,Assistant Engineer,9999-01-01
11832,Arto,Zlotek,1996-02-04,Engineer,9999-01-01
11836,Ortrud,Bakhtari,1989-07-28,Senior Staff,9999-01-01
11841,Elvia,Bugrara,1996-04-02,Staff,9999-01-01
11842,Moto,Piazza,1999-12-11,Senior Staff,9999-01-01
11844,Shawna,Demeyer,1995-01-27,Senior Engineer,9999-01-01
11846,Fai,Perly,1999-06-22,Senior Engineer,9999-01-01
11853,Zeljko,Kusakabe,1996-11-17,Senior Staff,9999-01-01
11857,Divier,Farrag,1986-08-27,Senior Staff,9999-01-01
11862,Alejandra,Deville,1998-01-20,Senior Engineer,9999-01-01
11864,Pradeep,Kriebel,1995-11-02,Staff,9999-01-01
11868,Kwee,Demke,1995-04-03,Engineer,9999-01-01
11869,Fumino,Luca,1996-08-12,Engineer,9999-01-01
11871,Nalini,Sommen,1998-10-13,Senior Engineer,9999-01-01
11872,Cheong,Riexinger,2002-02-12,Senior Staff,9999-01-01
11876,Leszek,Kobuchi,2000-06-07,Senior Engineer,9999-01-01
11881,Arra,Staelin,1995-04-08,Senior Staff,9999-01-01
11888,Badri,Azulay,1999-11-28,Senior Staff,9999-01-01
11894,Mitchel,Validov,1988-06-22,Senior Engineer,9999-01-01
11896,Shaunak,Benzmuller,1990-07-04,Technique Leader,9999-01-01
11897,Cordelia,Setlzner,1997-06-16,Senior Staff,9999-01-01
11906,Hideo,Boguraev,1999-02-07,Engineer,9999-01-01
11911,Ashish,Mondadori,1995-06-05,Senior Engineer,9999-01-01
11915,Miomir,Mawatari,2001-06-28,Senior Engineer,9999-01-01
11917,Jiakeng,VanScheik,1997-03-08,Engineer,9999-01-01
11926,Leni,Felcyn,1998-09-18,Engineer,9999-01-01
11931,Gunilla,Chiodo,2000-01-13,Senior Staff,9999-01-01
11933,Basil,Erman,1992-06-12,Senior Engineer,9999-01-01
11938,Aruna,Verspoor,1994-07-15,Staff,9999-01-01
11940,Ult,Anido,1996-11-02,Assistant Engineer,9999-01-01
11944,Along,Aumann,1994-12-01,Senior Engineer,9999-01-01
11945,Limsoon,Marakhovsky,1994-01-21,Staff,9999-01-01
11948,Yahiko,Nergos,2002-05-10,Senior Engineer,9999-01-01
11949,Martijn,Harbusch,1985-03-11,Technique Leader,9999-01-01
11951,Bernt,Haumacher,2001-10-13,Senior Engineer,9999-01-01
11965,Arup,Morrey,1993-10-07,Engineer,9999-01-01
11972,Sibyl,Beausoleil,1994-04-25,Senior Staff,9999-01-01
11980,Yechezkel,Pews,1998-02-18,Staff,9999-01-01
11983,Jaana,Hedayat,1994-10-11,Senior Engineer,9999-01-01
11989,Erzsebet,Peltason,1989-01-07,Technique Leader,9999-01-01
11993,Marit,Dalphin,1996-10-22,Senior Staff,9999-01-01
11994,Sigeru,Fiebach,1999-11-11,Senior Staff,9999-01-01
12007,Marko,Dehkordi,1996-05-17,Senior Engineer,9999-01-01
12011,Zhilian,Coorg,1997-07-22,Senior Staff,9999-01-01
12015,Kensei,Guenter,1999-11-16,Staff,9999-01-01
12021,Chikara,Rahimi,2000-09-29,Senior Engineer,9999-01-01
12023,Chuanyi,Eppinger,1994-12-08,Technique Leader,9999-01-01
12024,Mayumi,Lanzelotte,1997-11-03,Staff,9999-01-01
12028,Ingemar,Walstra,1997-09-02,Senior Engineer,9999-01-01
12030,Shuky,Cromarty,1996-06-24,Staff,9999-01-01
12034,Aemilian,Piazza,1995-11-22,Staff,9999-01-01
12036,Mads,Ratzlaff,1995-09-05,Senior Staff,9999-01-01
12037,Arunas,Katzenelson,1992-09-30,Senior Staff,9999-01-01
12040,Bluma,Kermarrec,1998-09-28,Senior Staff,9999-01-01
12043,Masaki,Lubachevsky,2000-01-05,Staff,9999-01-01
12044,Rance,Hemaspaandra,1990-04-19,Senior Engineer,9999-01-01
12047,Jordanka,Ligten,1996-08-23,Assistant Engineer,9999-01-01
12050,Yuchang,Tchuente,1996-04-01,Engineer,9999-01-01
12053,Yechezkel,Pelc,1989-11-12,Senior Engineer,9999-01-01
12054,Odysseas,Braccini,1999-08-06,Staff,9999-01-01
12060,Toshimi,Antonakopoulos,1996-06-21,Technique Leader,9999-01-01
12062,Margareta,Worfolk,1996-01-04,Senior Staff,9999-01-01
12063,Lein,Bale,2002-07-24,Senior Engineer,9999-01-01
12069,Ayonca,Burnard,1995-05-13,Senior Engineer,9999-01-01
12070,Ger,Shokrollahi,1988-11-14,Technique Leader,9999-01-01
12076,Karlis,Siprelle,1985-03-25,Senior Staff,9999-01-01
12080,Panayotis,Feinberg,2001-05-17,Senior Staff,9999-01-01
12082,Xinan,Yamaashi,1992-01-29,Senior Staff,9999-01-01
12089,Bilhanan,Socorro,1994-10-22,Senior Staff,9999-01-01
12090,Shigenori,Angelopoulos,1999-10-03,Engineer,9999-01-01
12091,Lansing,Cunliffe,1989-03-21,Senior Engineer,9999-01-01
12092,Kauko,Unno,1998-08-08,Senior Staff,9999-01-01
12093,Evgueni,Oxenboll,1999-01-19,Senior Engineer,9999-01-01
12094,Weiru,Pearson,1989-04-27,Senior Staff,9999-01-01
12099,Nobuyoshi,Kuzuoka,1999-02-15,Senior Staff,9999-01-01
12102,Aron,Erde,1994-02-17,Staff,9999-01-01
12112,Satyanarayana,Avouris,1997-09-26,Senior Staff,9999-01-01
12114,Shiv,Rubsam,1997-02-04,Staff,9999-01-01
12122,Satoru,Krone,1992-07-23,Senior Engineer,9999-01-01
12123,Xiahua,Syrzycki,1994-07-18,Senior Staff,9999-01-01
12125,Shounak,Erman,1997-03-31,Engineer,9999-01-01
12138,Takahito,Brender,1996-02-23,Engineer,9999-01-01
12140,Xudong,Paciorek,1996-11-15,Senior Staff,9999-01-01
12149,Suebskul,Grandbois,1988-10-01,Senior Staff,9999-01-01
12159,Shem,Perly,1985-07-17,Senior Engineer,9999-01-01
12160,Aamer,Garrabrants,1989-09-19,Senior Staff,9999-01-01
12164,Muneo,Chachaty,1996-05-14,Engineer,9999-01-01
12165,Xiaobin,Maquelin,1994-08-29,Senior Engineer,9999-01-01
12168,Arnd,Salverda,1996-06-21,Senior Staff,9999-01-01
12172,Jianhua,Llado,1990-12-08,Senior Staff,9999-01-01
12174,Slavian,Plavsic,1996-01-09,Senior Engineer,9999-01-01
12183,Harngdar,Iisaku,1998-04-04,Engineer,9999-01-01
12186,Guther,Nooteboom,1998-01-24,Senior Staff,9999-01-01
12190,Abdulah,Engberts,1997-12-13,Senior Engineer,9999-01-01
12191,Rosella,Bazzichi,1998-11-22,Engineer,9999-01-01
12192,Feiyu,Klyachko,1991-09-02,Senior Engineer,9999-01-01
12205,Sushant,Rossi,1987-11-11,Senior Engineer,9999-01-01
12206,Barton,Janetzko,2001-03-27,Senior Engineer,9999-01-01
12210,Vugranam,Ashish,1997-11-08,Senior Staff,9999-01-01
12213,Kwangho,Brizzi,2000-10-31,Senior Staff,9999-01-01
12216,Aloke,Mansanne,1995-10-25,Engineer,9999-01-01
12218,Yaghout,Strooper,2000-03-11,Senior Engineer,9999-01-01
12219,Junsik,Gadepally,1995-06-13,Senior Staff,9999-01-01
12221,Vincent,Melter,1991-09-16,Senior Engineer,9999-01-01
12222,Abdelwaheb,Holburn,1996-08-14,Senior Staff,9999-01-01
12223,Niteen,Koyama,1995-08-13,Senior Engineer,9999-01-01
12230,Yuriy,Bellone,1997-04-13,Engineer,9999-01-01
12231,Nishit,Bharadwaj,1990-05-19,Senior Engineer,9999-01-01
12235,Honesty,Haumacher,1997-07-10,Staff,9999-01-01
12242,Satoru,Wolniewicz,2000-11-11,Engineer,9999-01-01
12247,Subbu,Penttonen,1985-04-09,Technique Leader,9999-01-01
12249,Eldridge,Sadowski,1996-06-20,Senior Engineer,9999-01-01
12250,Kerhong,Aloia,1991-04-25,Senior Engineer,9999-01-01
12256,Guadalupe,Reghbati,1992-08-26,Senior Staff,9999-01-01
12258,Kankanahalli,Eiter,1999-06-22,Senior Engineer,9999-01-01
12264,Mart,Pagter,1998-01-09,Engineer,9999-01-01
12269,Mohammed,Whitcomb,2000-07-05,Senior Engineer,9999-01-01
12270,Shakhar,Kornyak,1996-08-19,Senior Staff,9999-01-01
12272,Behnaam,Grandbois,1992-12-07,Senior Staff,9999-01-01
12273,Jaideep,Uehara,1998-02-14,Senior Staff,9999-01-01
12281,Hisao,Langford,2000-09-22,Senior Engineer,9999-01-01
12282,Tadahiro,Delgrange,1999-10-06,Engineer,9999-01-01
12291,Masamitsu,Koyama,1999-03-29,Senior Staff,9999-01-01
12298,Tetsurou,Rodham,1994-03-31,Senior Engineer,9999-01-01
12308,Mototsugu,Cronau,1991-08-11,Senior Staff,9999-01-01
12311,Susanne,Lubachevsky,1985-10-22,Senior Engineer,9999-01-01
12316,Hyuncheol,Duclos,1998-04-05,Engineer,9999-01-01
12317,Weiyi,Crabtree,1996-08-11,Staff,9999-01-01
12327,DAIDA,Bruckman,1992-10-15,Senior Engineer,9999-01-01
12328,Atilio,Prampolini,1997-05-03,Staff,9999-01-01
12338,Kagan,Besselaar,1997-01-10,Staff,9999-01-01
12339,Pranay,Czaja,1996-07-18,Staff,9999-01-01
12341,Rasiah,Luga,1990-05-25,Senior Engineer,9999-01-01
12343,Sorina,Slaats,1997-08-25,Senior Staff,9999-01-01
12355,Vidar,Hutton,1995-11-08,Senior Engineer,9999-01-01
12364,Neelam,Cummings,1998-11-02,Assistant Engineer,9999-01-01
12365,Kamakshi,Bisiani,1994-09-12,Senior Engineer,9999-01-01
12368,Gor,Dechter,2000-06-14,Senior Staff,9999-01-01
12373,Mooi,Driscoll,1993-11-11,Senior Staff,9999-01-01
12379,Kazuhisa,Serna,1996-06-02,Technique Leader,9999-01-01
12381,Amalendu,Klerer,1998-06-24,Senior Staff,9999-01-01
12388,Arumugam,Hebert,1997-09-11,Senior Engineer,9999-01-01
12394,Stevo,Reeken,1998-09-26,Engineer,9999-01-01
12395,Sanjit,Felder,1995-06-05,Senior Staff,9999-01-01
12399,Mihalis,Luga,1996-12-06,Senior Staff,9999-01-01
12411,Shao,Ibel,1991-08-17,Senior Staff,9999-01-01
12413,Hugh,Gadepally,1999-03-04,Senior Engineer,9999-01-01
12417,Dannz,Spelt,1998-02-02,Senior Engineer,9999-01-01
12421,Toshimi,Gulik,1996-10-29,Senior Engineer,9999-01-01
12422,Berhard,Demos,2001-06-07,Senior Staff,9999-01-01
12426,Shahaf,Valtorta,1999-05-17,Technique Leader,9999-01-01
12427,Zissis,Daescu,2000-09-09,Senior Staff,9999-01-01
12434,Xumin,Bernardinello,1994-09-11,Engineer,9999-01-01
12438,Yongmao,Mondadori,1999-12-20,Senior Staff,9999-01-01
12450,Sanjeeva,Perng,1999-02-02,Senior Engineer,9999-01-01
12452,Hiroyasu,Francisci,1997-09-28,Engineer,9999-01-01
12454,Kerryn,Farris,1998-12-18,Staff,9999-01-01
12464,Shai,Milicic,1998-06-01,Staff,9999-01-01
12466,Cullen,Nations,1994-02-19,Senior Staff,9999-01-01
12468,Ioana,Baezner,1993-12-08,Staff,9999-01-01
12475,Filipe,Roison,1996-04-25,Senior Engineer,9999-01-01
12480,Tetsushi,Schade,1997-12-21,Staff,9999-01-01
12487,Mona,Reghbati,1998-12-07,Senior Staff,9999-01-01
12488,Etsuo,Gerteisen,1995-04-27,Senior Engineer,9999-01-01
12489,Arnould,Munck,1986-04-11,Senior Engineer,9999-01-01
12490,Jackson,Muchinsky,2000-05-08,Senior Engineer,9999-01-01
12492,Kristinn,Hammerschmidt,1992-11-16,Senior Engineer,9999-01-01
12497,Stein,Penz,1997-09-25,Senior Staff,9999-01-01
12499,Izaskun,Lamba,1997-08-27,Senior Staff,9999-01-01
12501,Morrie,Matheson,1986-06-05,Senior Staff,9999-01-01
12502,Danil,VanScheik,1989-06-06,Senior Engineer,9999-01-01
12504,Adly,Rosaz,1997-08-14,Engineer,9999-01-01
12506,Gay,Rodite,1997-08-29,Engineer,9999-01-01
12509,Rutger,Krzyzanowski,1997-09-25,Senior Staff,9999-01-01
12514,Tomofumi,Melter,1999-11-13,Engineer,9999-01-01
12515,Pranav,Wilharm,2000-01-27,Senior Engineer,9999-01-01
12520,Goetz,Basart,1999-03-06,Engineer,9999-01-01
12522,Trygve,Zhang,1999-01-28,Technique Leader,9999-01-01
12523,Tonia,Casley,1990-01-22,Senior Staff,9999-01-01
12524,Tetsushi,Demeyer,1996-12-19,Engineer,9999-01-01
12528,Conor,Cincotta,1997-09-24,Senior Staff,9999-01-01
12534,Yongmao,Gerlach,1985-08-14,Senior Engineer,9999-01-01
12537,Avishai,Gonthier,2001-05-19,Senior Staff,9999-01-01
12540,Poornachandra,Bresenham,1998-11-28,Senior Staff,9999-01-01
12541,Shih,Nanard,1996-08-31,Senior Staff,9999-01-01
12542,Kazuhide,Bouloucos,1993-09-11,Senior Staff,9999-01-01
12551,Jeane,Tzvieli,1993-12-03,Senior Engineer,9999-01-01
12553,Aral,Vesna,1987-02-28,Senior Staff,9999-01-01
12555,Spyrose,DuCasse,1995-07-23,Assistant Engineer,9999-01-01
12557,Stafford,Kopetz,1988-03-20,Senior Engineer,9999-01-01
12558,Danco,Niizuma,1989-08-12,Senior Engineer,9999-01-01
12563,Honesty,Ducloy,1998-03-08,Engineer,9999-01-01
12564,Remco,Nitsche,1998-11-03,Staff,9999-01-01
12571,Abdelaziz,Candan,2002-04-23,Engineer,9999-01-01
12574,Mong,Gelosh,1999-01-08,Engineer,9999-01-01
12586,Oguz,Tasistro,2001-04-30,Senior Engineer,9999-01-01
12588,Yagil,Kenevan,2002-02-08,Senior Engineer,9999-01-01
12589,Anoosh,Chleq,1997-09-08,Senior Engineer,9999-01-01
12590,Gita,Rosenbaum,1993-02-25,Senior Staff,9999-01-01
12596,Breannda,Roisin,1996-09-29,Senior Staff,9999-01-01
12597,Kazuhito,Petereit,1999-12-13,Senior Staff,9999-01-01
12601,Ghassan,Simkin,2002-07-09,Senior Engineer,9999-01-01
12603,Utpal,Roison,1997-06-10,Staff,9999-01-01
12608,Nectarios,Mondadori,2000-02-22,Senior Staff,9999-01-01
12612,Chandrasekaran,Thimonier,1999-05-29,Staff,9999-01-01
12617,Shawna,Rusterholz,1996-03-02,Senior Staff,9999-01-01
12623,Raimond,Scharstein,2000-11-03,Senior Staff,9999-01-01
12626,Gill,Comyn,2000-09-24,Senior Engineer,9999-01-01
12630,Sreekrishna,Falco,1997-06-03,Senior Staff,9999-01-01
12635,Xinyu,Restivo,2000-02-03,Senior Engineer,9999-01-01
12636,Yuuichi,Debuse,1996-10-22,Senior Staff,9999-01-01
12638,Yuqun,Seiwald,1999-04-29,Engineer,9999-01-01
12639,Zeljko,Schapire,2002-05-21,Senior Engineer,9999-01-01
12642,Suebskul,Gips,2001-10-28,Senior Staff,9999-01-01
12644,Bernt,Jayawardene,1994-10-29,Senior Engineer,9999-01-01
12645,Kyoichi,Decaestecker,1999-05-21,Staff,9999-01-01
12651,Pragnesh,Bael,1988-01-27,Senior Staff,9999-01-01
12656,Seshu,Morton,2001-06-27,Senior Staff,9999-01-01
12662,Leucio,Alvarado,1994-08-27,Engineer,9999-01-01
12663,Nobuyoshi,Stellhorn,1986-09-29,Technique Leader,9999-01-01
12664,Zhonghua,Parveen,1999-08-04,Staff,9999-01-01
12666,Stamatina,Prenel,1998-04-19,Engineer,9999-01-01
12670,Seongbae,Alameldin,1999-09-10,Engineer,9999-01-01
12672,Mayumi,Varman,1998-04-02,Senior Engineer,9999-01-01
12680,Bader,Staudhammer,1995-11-12,Staff,9999-01-01
12687,Weicheng,Badache,1998-04-12,Staff,9999-01-01
12689,Luerbio,Boudaillier,2001-11-23,Senior Engineer,9999-01-01
12691,Oddvar,Gils,1998-08-25,Senior Engineer,9999-01-01
12697,Uri,Brizzi,1994-07-11,Senior Staff,9999-01-01
12707,Gregory,Zastre,1998-06-24,Staff,9999-01-01
12709,Ronghao,Botman,2001-02-25,Senior Engineer,9999-01-01
12715,Honglan,Showalter,1996-07-05,Staff,9999-01-01
12717,Tzu,Jiafu,1999-10-20,Staff,9999-01-01
12722,Elliott,Cheshire,1985-03-29,Senior Staff,9999-01-01
12725,Inderjeet,Flexer,1999-05-28,Senior Staff,9999-01-01
12726,Fumitake,Panwar,1994-05-19,Senior Engineer,9999-01-01
12729,Nahla,Rahier,1997-10-15,Senior Engineer,9999-01-01
12731,Yongmao,Waymire,1988-04-05,Senior Staff,9999-01-01
12732,Mara,Takanami,1988-04-06,Senior Staff,9999-01-01
12734,Gil,Frijda,1986-03-03,Senior Engineer,9999-01-01
12746,Heekeun,Lunn,1999-07-08,Senior Engineer,9999-01-01
12747,Salvador,Atrawala,1994-05-23,Technique Leader,9999-01-01
12748,Berry,Kakkar,1998-12-13,Engineer,9999-01-01
12753,Kazuhito,Syrotiuk,1999-08-26,Senior Engineer,9999-01-01
12754,Ronnie,Tetzlaff,1998-09-17,Senior Engineer,9999-01-01
12755,Rildo,Rodite,1994-03-18,Senior Staff,9999-01-01
12761,Hitofumi,Schaad,2002-05-06,Senior Staff,9999-01-01
12769,Abdelwaheb,Gluchowski,1994-09-02,Engineer,9999-01-01
12770,Maik,Benzaken,1990-11-16,Senior Staff,9999-01-01
12773,Jenwei,Lovengreen,1994-03-05,Senior Engineer,9999-01-01
12774,Moon,Asrin,1997-08-02,Engineer,9999-01-01
12777,Sreenivas,Cichocki,1999-08-20,Senior Staff,9999-01-01
12785,Bouchung,Armand,1996-12-29,Senior Engineer,9999-01-01
12786,Weiyi,Schusler,1999-12-08,Engineer,9999-01-01
12789,Sanjai,Felcyn,1996-09-24,Engineer,9999-01-01
12790,Gunilla,Perl,2000-08-07,Senior Staff,9999-01-01
12795,Masoud,Fordan,1997-06-23,Senior Staff,9999-01-01
12796,Saniya,Stanfel,2001-05-24,Senior Engineer,9999-01-01
12798,Lillian,Beeson,1996-12-26,Senior Staff,9999-01-01
12799,Tiina,Businaro,1993-12-25,Senior Staff,9999-01-01
12803,Gad,Boissier,1990-03-16,Senior Staff,9999-01-01
12807,Gretta,Babb,1996-08-06,Senior Engineer,9999-01-01
12810,Kristof,Staelin,1996-07-06,Technique Leader,9999-01-01
12815,Sushant,Junot,1993-02-27,Senior Staff,9999-01-01
12819,Mountaz,Gubsky,1996-09-09,Senior Engineer,9999-01-01
12821,Arco,Gihr,1997-05-04,Engineer,9999-01-01
12828,Oksana,Camurati,1999-06-07,Staff,9999-01-01
12829,Harngdar,Harbusch,2000-07-05,Senior Engineer,9999-01-01
12840,Zhensheng,Ferretti,1994-09-10,Engineer,9999-01-01
12843,Yinlin,Heijenga,1998-10-23,Senior Engineer,9999-01-01
12848,Kazuhide,Smeets,1997-05-11,Engineer,9999-01-01
12851,Kwangyoen,Ramsay,1998-08-25,Staff,9999-01-01
12855,Mabhin,Murrill,1997-08-12,Senior Staff,9999-01-01
12857,Alagu,Gils,1995-07-05,Senior Engineer,9999-01-01
12863,Leif,Matheson,1990-09-06,Senior Engineer,9999-01-01
12865,Katsuyuki,Rothe,1994-02-14,Senior Staff,9999-01-01
12868,Berthier,Nanard,1990-01-07,Senior Engineer,9999-01-01
12869,Jacopo,Swiler,1999-01-02,Staff,9999-01-01
12872,Marl,Schmittgen,1993-09-09,Senior Staff,9999-01-01
12879,Baruch,Eugenio,1995-06-11,Senior Engineer,9999-01-01
12881,Huai,Yurek,1999-08-25,Staff,9999-01-01
12885,Anwar,Collavizza,1990-09-11,Senior Engineer,9999-01-01
12887,Hilari,DuBourdieux,2001-09-19,Senior Engineer,9999-01-01
12889,Mayumi,Mukaidono,1999-04-28,Engineer,9999-01-01
12890,Neven,Casley,1985-10-31,Senior Staff,9999-01-01
12893,Licheng,Crouzet,1995-03-18,Senior Staff,9999-01-01
12895,Roddy,Serot,1993-08-15,Senior Engineer,9999-01-01
12899,Chinho,Sethi,1998-01-13,Senior Staff,9999-01-01
12905,Munehiro,Gecsei,1993-07-18,Senior Engineer,9999-01-01
12910,Uno,Casley,1998-03-16,Staff,9999-01-01
12915,Arco,Ligten,2000-03-31,Senior Staff,9999-01-01
12923,Chaosheng,Journel,1997-01-02,Senior Engineer,9999-01-01
12926,Heekeun,Luby,1992-12-24,Senior Staff,9999-01-01
12934,Adil,Solares,1996-10-15,Senior Engineer,9999-01-01
12936,Reinhold,Farrow,1994-11-10,Technique Leader,9999-01-01
12940,Odinaldo,Farrar,1992-12-11,Senior Engineer,9999-01-01
12941,Tommaso,Perelgut,1995-11-06,Senior Engineer,9999-01-01
12944,Alselm,Benzmuller,2001-06-24,Senior Staff,9999-01-01
12949,Geoff,Asrin,1992-02-12,Senior Engineer,9999-01-01
12960,Tayeb,Navazio,1994-08-19,Engineer,9999-01-01
12962,Paraskevi,Beerel,2001-10-21,Senior Staff,9999-01-01
12969,Mohan,Angot,1999-02-05,Senior Staff,9999-01-01
12977,Byong,Markovitch,1992-08-23,Senior Engineer,9999-01-01
12982,Sachem,Aamodt,2000-01-11,Senior Engineer,9999-01-01
12983,Elliott,Hambrick,1999-06-28,Staff,9999-01-01
12986,Khun,Hennebert,1990-09-20,Senior Engineer,9999-01-01
12987,Youngkon,Kading,2001-05-03,Senior Engineer,9999-01-01
13000,Adhemar,Chiodo,1997-07-05,Engineer,9999-01-01
13002,Henk,Muhlberg,1994-05-03,Senior Engineer,9999-01-01
13004,Fan,Beznosov,1996-05-17,Senior Engineer,9999-01-01
13008,Jayesh,Zaumen,2000-01-07,Engineer,9999-01-01
13011,Aamer,Glowinski,1995-05-18,Technique Leader,9999-01-01
13013,Heekeun,Baak,2000-01-22,Engineer,9999-01-01
13027,Paraskevi,Kohling,1992-01-23,Technique Leader,9999-01-01
13030,Yahiko,Kroll,1999-11-25,Senior Staff,9999-01-01
13034,Arunas,Rosen,1992-06-23,Senior Staff,9999-01-01
13046,Vivian,Stafford,1987-04-19,Senior Staff,9999-01-01
13047,Atilio,Chelton,1997-02-25,Senior Engineer,9999-01-01
13048,Kerhong,Massonet,1996-11-14,Senior Engineer,9999-01-01
13052,Aleksandar,Schlenzig,1996-07-26,Senior Engineer,9999-01-01
13054,Samphel,Masamoto,2001-12-21,Senior Engineer,9999-01-01
13065,Zine,Schiper,2001-01-26,Senior Staff,9999-01-01
13067,Wayne,Kornyak,1994-11-24,Senior Engineer,9999-01-01
13075,Rosella,Morrin,1991-08-17,Senior Staff,9999-01-01
13076,Deniz,Skafidas,1995-01-28,Engineer,9999-01-01
13084,Domenico,Pagter,2002-03-02,Senior Staff,9999-01-01
13086,Dzung,Domenig,2000-01-27,Senior Staff,9999-01-01
13093,Sajjan,Unno,1999-09-18,Staff,9999-01-01
13096,Ibibia,Armand,2001-04-22,Senior Engineer,9999-01-01
13103,Srinidhi,Ellozy,1988-06-19,Senior Engineer,9999-01-01
13108,Rance,Matteis,1989-12-14,Senior Staff,9999-01-01
13110,Maria,Kamble,1989-07-16,Senior Engineer,9999-01-01
13124,Quingbo,Garnick,1985-03-17,Senior Staff,9999-01-01
13126,Parviz,Hennebert,2002-03-08,Senior Engineer,9999-01-01
13133,Guther,Senzako,1991-09-03,Senior Staff,9999-01-01
13134,Lorien,Chepyzhov,1993-10-22,Senior Engineer,9999-01-01
13140,Shuji,Vidal,1999-05-30,Staff,9999-01-01
13143,Qingxiang,Ventosa,1990-02-25,Technique Leader,9999-01-01
13144,Persi,Nollmann,1997-06-19,Senior Staff,9999-01-01
13146,Haldon,Erie,1985-05-25,Senior Staff,9999-01-01
13147,Shichao,Ginesta,1998-06-29,Senior Staff,9999-01-01
13150,Mahmut,Stavenow,1991-06-15,Technique Leader,9999-01-01
13156,Akeel,Millington,2000-08-18,Senior Engineer,9999-01-01
13159,Jingling,Ranst,1999-08-12,Staff,9999-01-01
13161,Manu,Picci,1996-01-02,Senior Engineer,9999-01-01
13165,Lucian,Benner,1995-03-17,Senior Engineer,9999-01-01
13168,Munir,Stentiford,1992-09-10,Senior Engineer,9999-01-01
13170,Cheong,Bernardeschi,1998-01-09,Senior Staff,9999-01-01
13171,Anoosh,Birnbaum,1995-08-31,Senior Engineer,9999-01-01
13173,Arve,Horswill,1996-09-23,Senior Staff,9999-01-01
13175,Yucai,Swick,1998-01-20,Senior Engineer,9999-01-01
13179,Moty,Janocha,1999-02-19,Staff,9999-01-01
13182,Kokou,Rodite,1999-03-03,Engineer,9999-01-01
13186,Kyoichi,Barbanera,1995-04-29,Senior Staff,9999-01-01
13189,Yuuichi,Bazzichi,1999-10-16,Staff,9999-01-01
13192,Rosita,Flowers,1993-02-01,Technique Leader,9999-01-01
13200,Weidon,Pauthner,1998-08-07,Senior Engineer,9999-01-01
13202,Aram,Scharstein,1992-03-28,Senior Staff,9999-01-01
13203,Phule,Emmart,1995-01-12,Senior Staff,9999-01-01
13204,Mircea,Pellegrinelli,1996-12-16,Assistant Engineer,9999-01-01
13206,Tetsurou,Rullman,1999-09-06,Staff,9999-01-01
13210,Jianhua,Klassen,2002-07-27,Senior Staff,9999-01-01
13213,Hein,Billawala,1993-08-30,Senior Staff,9999-01-01
